Invoice_ID,Project_ID,Client_ID,Invoice_Date,Due_Date,Invoice_Subtotal_CAD,Tax_Rate,Tax_Amount_CAD,Total_Invoice_Amount_CAD,Invoice_Status
INV-000241,PRJ-0090,CLT-029,2025-07-08,2025-08-07,64277.31,0.05,3213.87,67491.18,Partially Paid - Overdue
INV-000242,PRJ-0090,CLT-029,2025-08-22,2025-09-21,70575.24,0.05,3528.76,74104,Paid
INV-000243,PRJ-0091,CLT-021,2023-05-30,2023-06-29,25449.57,0.14975,3811.07,29260.64,Paid
INV-000244,PRJ-0091,CLT-021,2023-07-03,2023-08-02,41302.35,0.14975,6185.03,47487.38,
INV-000245,PRJ-0091, CLT-021 ,2023-07-29,2023-08-28,21890.15,0.14975,3278.05,25168.2,Overdue
INV-000246,PRJ-0092,CLT-048,2023-07-13,2023-08-27,28101.03,0.05,1405.05,29506.08,Paid
INV-000247,PRJ-0092,CLT-048,2023-09-16,2023-10-31,34937.51,0.05,1746.88,36684.39,Partially Paid - Overdue
INV-000248,PRJ-0092,CLT-048,2023-11-21,2024-01-05,22471.64,0.05,1123.58,23595.22,Overdue
INV-000249,PRJ-0093,CLT-019,2023-04-17,2023-06-16,41551.84,0.13,5401.74,46953.58,Paid
INV-000250,PRJ-0093,CLT-019,2023-05-08,2023-07-07,41222.97,,,,Paid
INV-000251,PRJ-0093,CLT-019,2023-06-06,2023-08-05,52663.71,,,,Paid
INV-000252,PRJ-0094,CLT-092,2024-02-20,2024-03-21,35512.47,0.14975,5317.99,40830.46,Paid
INV-000253,PRJ-0094,CLT-092,2024-04-17,2024-05-17,43180.37,0.14975,6466.26,49646.63,Paid
INV-000254,PRJ-0095,CLT-017,2025-09-24,2025-10-24,70892.89,0.14975,10616.21,81509.1,Paid
INV-000255,PRJ-0095,CLT-017,2025-11-12,2025-12-12,67804.38,0.14975,10153.71,77958.09,Overdue
INV-000256,PRJ-0095,CLT-017,2025-12-17,2026-01-16,66283.56,,,,Open
INV-000257,PRJ-0096,CLT-018,2025-02-14,2025-03-16,35776.87,0.14975,5357.59,41134.46,Partially Paid - Overdue
INV-000258,PRJ-0096,CLT-018,2025-02-27,2025-03-29,32765.26,0.14975,4906.6,37671.86,Paid
INV-000259,PRJ-0096,CLT-018,2025-03-19,2025-04-18,29166.86,0.14975,4367.74,33534.6,Paid
INV-000260,PRJ-0097,CLT-025,2025-04-15,2025-05-15,35114.64,0.13,4564.9,39679.54,Partially Paid - Overdue
INV-000261,PRJ-0098,CLT-061,2023-05-22,2023-06-21,26840.14,0.14975,4019.31,30859.45,Paid
INV-000262,PRJ-0098,CLT-061,2023-08-30,2023-09-29,12385.96,0.14975,1854.8,14240.76,Partially Paid - Overdue
INV-000263,PRJ-0099,CLT-022,2025-04-25,2025-05-25,44340.52,0.05,2217.03,46557.55,Paid
INV-000264,PRJ-0099,CLT-022,2025-06-22,2025-07-22,36521.73,0.05,1826.09,38347.82,Paid
INV-000265,PRJ-0099,CLT-022,2025-08-24,2025-09-23,54464.24,0.05,2723.21,57187.45,Paid
INV-000266,PRJ-0100,CLT-039,2024-02-01,2024-03-02,49193.52,0.05,2459.68,51653.2,Partially Paid - Overdue
INV-000267,PRJ-0100,CLT-039,2024-04-11,2024-05-11,55215.11,0.05,2760.76,57975.87,Partially Paid - Overdue
INV-000268,PRJ-0100,CLT-039,2024-07-13,2024-08-12,67943.57,,,,Paid
INV-000269,PRJ-0101,CLT-058,2023-05-15,2023-06-14,45956.69,0.05,2297.83,48254.52,Paid
INV-000270,PRJ-0101,CLT-058,2023-08-02,2023-09-01,40961.94,0.05,2048.1,43010.04,Paid
INV-000271,PRJ-0101,clt-058 ,2023-10-15,2023-11-14,31927.48,0.05,1596.37,33523.85,Partially Paid - Overdue
INV-000272,PRJ-0102,CLT-048,2024-06-01,2024-07-16,70996.45,0.05,3549.82,74546.27,Paid
INV-000273,PRJ-0102,CLT-048,2024-07-17,2024-08-31,55339.98,0.05,2767,58106.98,Paid
INV-000274,PRJ-0102,CLT-048,2024-09-12,2024-10-27,32112.07,0.05,1605.6,33717.67,
INV-000275,PRJ-0103,CLT-069,2024-02-20,2024-03-21,23864.85,0.15,3579.73,27444.58,Paid
INV-000276,PRJ-0103,CLT-069,2024-06-27,2024-07-27,52446.21,0.15,7866.93,60313.14,Paid
INV-000277,PRJ-0104,clt-012,2023-11-15,2023-11-30,46957.99,0.14975,7031.96,53989.95,Paid
INV-000278,PRJ-0105,CLT-085,2025-06-04,2025-07-04,22909.61,0.13,2978.25,25887.86,Paid
INV-000279,PRJ-0105,CLT-085,2025-07-21,2025-08-20,45625.21,0.13,5931.28,51556.49,Paid
INV-000280,PRJ-0106,clt-063,2025-01-20,2025-02-04,16820.91,,,,Paid
INV-000281,PRJ-0106,CLT-063,2025-02-11,2025-02-26,12236.21,0.13,1590.71,13826.92,Overdue
INV-000282,PRJ-0107,CLT-058,2024-03-24,2024-04-23,26826.36,0.05,1341.32,28167.68,Partially Paid - Overdue
INV-000283,PRJ-0107,CLT-058,2024-04-22,2024-05-22,31453.21,0.05,1572.66,33025.87,Paid
INV-000284,PRJ-0107,CLT-058,2024-06-05,2024-07-05,18267.47,0.05,913.37,19180.84,Paid
INV-000285,PRJ-0108,CLT-011,2024-03-28,2024-05-27,55715.93,0.15,8357.39,64073.32,Paid
INV-000286,PRJ-0108,CLT-011,2024-05-20,2024-07-19,54708.63,0.15,8206.29,62914.92,Paid
INV-000287,PRJ-0108,CLT-011,2024-07-20,2024-09-18,68040.62,0.15,10206.09,78246.71,Paid
INV-000288,PRJ-0109,clt-063 ,2024-11-11,2024-11-26,56705.79,0.13,7371.75,64077.54,Overdue
INV-000289,PRJ-0109,CLT-063,2024-11-26,2024-12-11,56504.75,0.13,7345.62,63850.37,Paid
INV-000290,PRJ-0109,CLT-063,2024-12-26,2025-01-10,35451.68,0.13,4608.72,40060.4,
INV-000291,PRJ-0110,CLT-037,2024-11-05,2024-12-05,35146.45,0.05,1757.32,36903.77,Partially Paid - Overdue
INV-000292,PRJ-0110,CLT-037,2024-12-28,2025-01-27,49345.36,,,,Paid
INV-000293,PRJ-0110,CLT-037,2025-02-07,2025-03-09,40625.85,0.05,2031.29,42657.14,Paid
INV-000294,PRJ-0111,CLT-044,2025-11-18,2025-12-18,23743.47,0.13,3086.65,26830.12,Overdue
INV-000295,PRJ-0112,CLT-009,2024-06-11,2024-07-11,45665.81,0.05,2283.29,47949.1,Paid
INV-000296,PRJ-0112,CLT-009,2024-06-22,2024-07-22,70796.9,0.05,3539.84,74336.74,Paid
INV-000297,PRJ-0113,CLT-026,2024-11-15,2024-12-30,42332.63,0.05,2116.63,44449.26,Paid
INV-000298,PRJ-0114,CLT-072,2024-11-08,2024-12-08,75058.16,0.13,9757.56,84815.72,Paid
INV-000299,PRJ-0114,CLT-072,2024-11-13,2024-12-13,51568.79,,,,Paid
INV-000300,PRJ-0114,CLT-072,2024-11-23,2024-12-23,67178.2,0.13,8733.17,75911.37,Paid
INV-000301,PRJ-0114,CLT-072,2024-11-19,2024-12-19,68474.83,0.13,8901.73,77376.56,Overdue
INV-000302,PRJ-0115,CLT-043,2025-06-08,2025-07-08,31022.64,0.12,3722.72,34745.36,Paid
INV-000303,prj-0115 ,CLT-043,2025-07-27,2025-08-26,48372.13,0.12,5804.66,54176.79,Paid
INV-000304,PRJ-0115,CLT-043,2025-08-26,2025-09-25,25360.95,0.12,3043.31,28404.26,Paid
INV-000305,PRJ-0116,CLT-008,2025-10-24,2025-12-08,16878.56,0.14975,2527.56,19406.12,
INV-000306,PRJ-0117,CLT-031,2024-10-23,2024-11-07,37761.51,0.14975,5654.79,43416.3,Overdue
INV-000307,PRJ-0117,CLT-031,2024-10-28,2024-11-12,22393.92,0.14975,3353.49,25747.41,Paid
INV-000308,PRJ-0117,CLT-031,2024-11-17,2024-12-02,37257.78,0.14975,5579.35,42837.13,Partially Paid - Overdue
INV-000309,PRJ-0118,CLT-095,2024-06-30,2024-07-30,20373.47,0.13,2648.55,23022.02,paid
INV-000310,PRJ-0118,CLT-095,2024-09-15,2024-10-15,26297.73,0.13,3418.7,29716.43,
INV-000311, PRJ-0118 ,CLT-095,2024-12-08,2025-01-07,36795.46,0.13,4783.41,41578.87,Partially Paid - Overdue
INV-000312,PRJ-0119,CLT-033,2024-10-29,2024-11-28,79861.29,0.13,10381.97,90243.26,Paid
INV-000313,PRJ-0119,CLT-033,2024-11-30,2024-12-30,49070.87,0.13,6379.21,55450.08,Paid
INV-000314,PRJ-0119,CLT-033,2024-12-25,2025-01-24,48424.03,0.13,6295.12,54719.15,Paid
INV-000315,PRJ-0119,CLT-033,2025-02-05,2025-03-07,66088.44,,,,Paid
INV-000316,PRJ-0120,CLT-076,2023-09-05,2023-09-20,19416.4,0.12,2329.97,21746.37,Paid
INV-000317,PRJ-0120,CLT-076,2023-09-28,2023-10-13,19930.3,0.12,2391.64,22321.94,Paid
INV-000318,PRJ-0120,CLT-076,2023-10-26,2023-11-10,20460.07,0.12,2455.21,22915.28,Paid
INV-000319,PRJ-0121,CLT-062,2023-03-21,2023-04-05,69015.11,,,,Paid
INV-000320,PRJ-0121,CLT-062,2023-06-02,2023-06-17,65136.28,0.12,7816.35,72952.63,Paid
INV-000321,PRJ-0121,CLT-062,2023-07-22,2023-08-06,36844.26,0.12,4421.31,41265.57,
INV-000322,PRJ-0121,CLT-062,2023-09-12,2023-09-27,51250,,,,Paid
INV-000323,PRJ-0122,CLT-056,2024-03-01,2024-03-31,21890.2,0.13,2845.73,24735.93,Overdue
INV-000324,PRJ-0122,CLT-056,2024-04-06,2024-05-06,21264.36,0.13,2764.37,24028.73,Partially Paid - Overdue
INV-000325,PRJ-0123,CLT-075,2024-08-28,2024-09-27,9758.32,0.13,1268.58,11026.9,Overdue
INV-000326,PRJ-0124,CLT-032,2025-08-20,2025-10-04,28149.89,0.14975,4215.45,32365.34,Paid
INV-000327,PRJ-0124,CLT-032,2025-10-27,2025-12-11,32107.99,0.14975,4808.17,36916.16,Overdue
INV-000328,PRJ-0124,CLT-032,2025-12-12,2026-01-26,29844.91,0.14975,4469.28,34314.19,Partially Paid
INV-000329,PRJ-0125,CLT-091,2025-03-17,2025-04-16,49550.32,0.13,6441.54,55991.86,Partially Paid - Overdue
INV-000330,PRJ-0126,CLT-047,2023-05-14,2023-06-13,29429.61,0.13,3825.85,33255.46,Paid
INV-000331,PRJ-0126, CLT-047 ,2023-07-28,2023-08-27,24204.73,0.13,3146.61,27351.34,Paid
INV-000332,PRJ-0126,CLT-047,2023-10-06,2023-11-05,24694.07,0.13,3210.23,27904.3,Paid
INV-000333,PRJ-0127,CLT-047,2023-06-14,2023-07-14,40759.79,0.13,5298.77,46058.56,Paid
INV-000334,PRJ-0127,CLT-047,2023-07-25,2023-08-24,76278.86,0.13,9916.25,86195.11,Partially Paid - Overdue
INV-000335,PRJ-0127,CLT-047,2023-09-05,2023-10-05,51438.58,0.13,6687.02,58125.6,Paid
INV-000336,PRJ-0128,CLT-074,2023-09-27,2023-11-26,51328.45,0.13,6672.7,58001.15,Overdue
INV-000337,PRJ-0128,CLT-074,2023-11-06,2024-01-05,39383.16,0.13,5119.81,44502.97,
INV-000338,prj-0128,CLT-074,2023-12-19,2024-02-17,40277.81,0.13,5236.12,45513.93,Paid
INV-000339,PRJ-0129,CLT-085,2023-12-02,2024-01-01,35146.96,0.13,4569.1,39716.06,Overdue
INV-000340,PRJ-0129,CLT-085,2024-01-12,2024-02-11,18696.89,0.13,2430.6,21127.49,Paid
INV-000341,PRJ-0129,CLT-085,2024-03-04,2024-04-03,30530.84,0.13,3969.01,34499.85,Paid
INV-000342,PRJ-0130,CLT-062,2025-10-25,2025-11-09,47958.95,0.12,5755.07,53714.02,Paid
INV-000343,PRJ-0130,CLT-062,2025-12-17,2026-01-01,45446.46,0.12,5453.58,50900.04,Partially Paid
INV-000344,PRJ-0131,CLT-041,2025-09-09,2025-10-09,9225.28,0.14975,1381.49,10606.77,Partially Paid - Overdue
INV-000345,PRJ-0131,CLT-041,2025-12-23,2026-01-22,9743.3,,,,Open
INV-000346,PRJ-0132,CLT-010,2024-10-02,2024-11-01,29336.49,,,,Paid
INV-000347,PRJ-0132,CLT-010,2024-12-24,2025-01-23,32718.16,0.13,4253.36,36971.52,Paid
INV-000348,PRJ-0133,CLT-066,2025-05-12,2025-06-11,22948.75,0.13,2983.34,25932.09,Paid
INV-000349,PRJ-0133,CLT-066,2025-06-25,2025-07-25,25021.72,0.13,3252.82,28274.54,
INV-000350,prj-0133 ,CLT-066,2025-07-26,2025-08-25,38420.91,0.13,4994.72,43415.63,Partially Paid - Overdue
INV-000351,PRJ-0134,CLT-049,2024-09-06,2024-10-21,41945.31,0.14975,6281.31,48226.62,Paid
INV-000352,PRJ-0134,CLT-049,2024-10-12,2024-11-26,45024.25,0.14975,6742.38,51766.63,Paid
INV-000353,PRJ-0134,CLT-049,2024-11-11,2024-12-26,31349.31,0.14975,4694.56,36043.87,Paid
INV-000354,PRJ-0134,CLT-049,2024-12-13,2025-01-27,35941.42,0.14975,5382.23,41323.65,Paid
INV-000355,PRJ-0135,CLT-060,2024-04-02,2024-05-02,61125.83,0.05,3056.29,64182.12,Overdue
INV-000356,PRJ-0135 ,CLT-060,2024-04-20,2024-05-20,55309.12,0.05,2765.46,58074.58,Paid
INV-000357,PRJ-0135,CLT-060,2024-05-12,2024-06-11,55636.94,0.05,2781.85,58418.79,Overdue
INV-000358,PRJ-0136,CLT-052,2024-09-11,2024-10-26,24913.84,0.13,3238.8,28152.64,Paid
INV-000359,PRJ-0136,CLT-052,2024-10-28,2024-12-12,25331.25,0.13,3293.06,28624.31,Partially Paid - Overdue
INV-000360,PRJ-0137, CLT-017,2024-08-30,2024-09-29,51485.94,0.14975,7710.02,59195.96,Paid
INV-000361,PRJ-0137,CLT-017,2024-10-24,2024-11-23,71408.06,0.14975,10693.36,82101.42,Partially Paid - Overdue
INV-000362,PRJ-0137,CLT-017,2024-12-21,2025-01-20,94113.98,0.14975,14093.57,108207.55,Paid
INV-000363,PRJ-0138,CLT-030,2024-09-09,2024-09-24,19246.06,0.13,2501.99,21748.05,Paid
INV-000364,PRJ-0138,CLT-030,2024-10-30,2024-11-14,37488.89,0.13,4873.56,42362.45,Paid
INV-000365,PRJ-0138,CLT-030,2024-11-20,2024-12-05,32344.47,0.13,4204.78,36549.25,Paid
INV-000366,PRJ-0139,CLT-029,2024-02-02,2024-03-03,68404.46,0.05,3420.22,71824.68,Paid
INV-000367,PRJ-0139,CLT-029,2024-04-05,2024-05-05,62424.42,0.05,3121.22,65545.64,Paid
INV-000368,PRJ-0139,CLT-029,2024-07-05,2024-08-04,49101.37,0.05,2455.07,51556.44,Paid
INV-000369,PRJ-0140,CLT-073,2025-10-31,2025-11-30,20171.6,0.13,2622.31,22793.91,paid
INV-000370,PRJ-0140,clt-073,2025-12-03,2026-01-02,25202.26,0.13,3276.29,28478.55,Open
INV-000371,PRJ-0141,CLT-087,2025-10-27,2025-11-26,62992.92,0.13,8189.08,71182,Paid
INV-000372,PRJ-0141,CLT-087,2025-12-08,2026-01-07,71474.78,0.13,9291.72,80766.5,Partially Paid
INV-000373,PRJ-0141,CLT-087,2025-12-28,2026-01-27,65454.56,0.13,8509.09,73963.65,Open
INV-000374,PRJ-0142,CLT-011,2024-03-09,2024-05-08,17931.19,0.15,2689.68,20620.87,Paid
INV-000375,PRJ-0142,CLT-011,2024-06-02,2024-08-01,19598.45,0.15,2939.77,22538.22,Paid
INV-000376,PRJ-0142,CLT-011,2024-09-03,2024-11-02,35003.13,0.15,5250.47,40253.6,Partially Paid - Overdue
INV-000377,PRJ-0143,CLT-069,2025-09-17,2025-10-17,66549.82,,,,Paid
INV-000378,PRJ-0143,CLT-069,2025-10-04,2025-11-03,39699.19,0.15,5954.88,45654.07,Partially Paid - Overdue
INV-000379,PRJ-0143,CLT-069,2025-10-12,2025-11-11,63022.59,0.15,9453.39,72475.98,
INV-000380,PRJ-0144,CLT-069,2023-10-31,2023-11-30,60414.79,0.15,9062.22,69477.01,Paid
INV-000381,PRJ-0144,CLT-069,2023-12-09,2024-01-08,37816.66,,,,Paid
INV-000382,PRJ-0144,CLT-069,2024-01-25,2024-02-24,61910.32,0.15,9286.55,71196.87,Paid
INV-000383,PRJ-0145,CLT-005,2025-03-25,2025-04-24,25026.1,0.12,3003.13,28029.23,Partially Paid - Overdue
INV-000384,PRJ-0145,CLT-005,2025-05-07,2025-06-06,16200.84,0.12,1944.1,18144.94,
INV-000385,PRJ-0145,clt-005,2025-07-10,2025-08-09,17360.96,0.12,2083.32,19444.28,Paid
INV-000386,PRJ-0146,CLT-076,2023-02-23,2023-03-10,27345.61,,,,Overdue
INV-000387,PRJ-0147,CLT-072,2024-12-06,2025-01-05,37107.76,0.13,4824.01,41931.77,Partially Paid - Overdue
INV-000388,PRJ-0147,CLT-072,2025-02-08,2025-03-10,27573.43,,,,Paid
INV-000389,PRJ-0147,CLT-072,2025-03-24,2025-04-23,34797.94,0.13,4523.73,39321.67,Paid
INV-000390,PRJ-0148,CLT-082,2023-06-26,2023-07-26,98342.12,0.13,12784.48,111126.6,Paid
INV-000391,PRJ-0148,CLT-082,2023-09-10,2023-10-10,110773.18,0.13,14400.51,125173.69,
INV-000392,PRJ-0148,CLT-082,2023-11-08,2023-12-08,108244.95,0.13,14071.84,122316.79,Paid
INV-000393, PRJ-0148,CLT-082,2024-01-15,2024-02-14,80327.27,0.13,10442.55,90769.82,Paid
INV-000394,PRJ-0149,CLT-063,2025-06-12,2025-06-27,65592.8,0.13,8527.06,74119.86,Paid
INV-000395,PRJ-0149,CLT-063,2025-07-05,2025-07-20,37152.63,,,,
INV-000396,PRJ-0149,CLT-063,2025-08-09,2025-08-24,33424.63,0.13,4345.2,37769.83,Paid
INV-000397,PRJ-0150,CLT-037,2024-05-02,2024-06-01,98555.39,0.05,4927.77,103483.16,Paid
INV-000398,PRJ-0150,CLT-037,2024-07-07,2024-08-06,87183.22,0.05,4359.16,91542.38,Paid
INV-000399,PRJ-0150,CLT-037,2024-09-06,2024-10-06,61901.97,0.05,3095.1,64997.07,Paid
INV-000400,PRJ-0151,CLT-062,2025-06-17,2025-07-02,30002.91,0.12,3600.35,33603.26,paid
INV-000401,PRJ-0151,CLT-062,2025-08-22,2025-09-06,42818.16,0.12,5138.18,47956.34,Paid
INV-000402,PRJ-0151,CLT-062,2025-11-08,2025-11-23,39803.04,0.12,4776.36,44579.4,Paid
INV-000403,PRJ-0152,CLT-044,2023-07-16,2023-08-15,25358.86,0.13,3296.65,28655.51,Paid
INV-000404,PRJ-0152 ,CLT-044,2023-08-25,2023-09-24,25812.31,0.13,3355.6,29167.91,Paid
INV-000405,PRJ-0152,CLT-044,2023-09-19,2023-10-19,22541.35,0.13,2930.38,25471.73,Paid
INV-000406,PRJ-0153,CLT-078,2023-08-06,2023-09-05,26544.19,0.12,3185.3,29729.49,Overdue
INV-000407,PRJ-0153,CLT-078,2023-10-11,2023-11-10,35166.53,0.12,4219.98,39386.51,Partially Paid - Overdue
INV-000408,PRJ-0154,CLT-085,2023-04-17,2023-05-17,24491.36,0.13,3183.88,27675.24,Paid
INV-000409,PRJ-0155,CLT-060,2023-08-08,2023-09-07,76924.32,,,,Paid
INV-000410,PRJ-0155,CLT-060,2023-10-02,2023-11-01,78258.07,0.05,3912.9,82170.97,Paid
INV-000411,PRJ-0155,CLT-060,2023-11-29,2023-12-29,36146.95,0.05,1807.35,37954.3,Paid
INV-000412,PRJ-0156,CLT-037,2023-06-01,2023-07-01,82267.87,0.05,4113.39,86381.26,Overdue
INV-000413,PRJ-0156,CLT-037,2023-07-17,2023-08-16,64616.22,0.05,3230.81,67847.03,Partially Paid - Overdue
INV-000414,prj-0156,CLT-037,2023-08-19,2023-09-18,129106.98,0.05,6455.35,135562.33,Paid
INV-000415,PRJ-0157,CLT-019,2025-11-26,2026-01-25,41025.22,0.13,5333.28,46358.5,Open
INV-000416,PRJ-0158,CLT-015,2023-11-30,2023-12-30,39543.06,0.12,4745.17,44288.23,Overdue
INV-000417,PRJ-0159,CLT-017,2023-02-15,2023-03-17,41833.24,0.14975,6264.53,48097.77,Paid
INV-000418,PRJ-0159,CLT-017,2023-04-16,2023-05-16,68447.32,0.14975,10249.99,78697.31,Paid
INV-000419,PRJ-0159,CLT-017,2023-06-09,2023-07-09,61545.81,0.14975,9216.49,70762.3,Overdue
INV-000420,PRJ-0159,CLT-017,2023-07-28,2023-08-27,46131.38,0.14975,6908.17,53039.55,Paid
INV-000421,PRJ-0160,CLT-084,2025-06-03,2025-07-03,21225.44,0.13,2759.31,23984.75,
INV-000422,PRJ-0160,CLT-084,2025-07-12,2025-08-11,25406.34,0.13,3302.82,28709.16,Overdue
INV-000423,PRJ-0160,CLT-084,2025-08-09,2025-09-08,24218,0.13,3148.34,27366.34,Paid
INV-000424,PRJ-0161,CLT-053,2024-03-11,2024-04-10,54020.02,0.13,7022.6,61042.62,Paid
INV-000425,PRJ-0161,CLT-053,2024-07-05,2024-08-04,79215.82,0.13,10298.06,89513.88,
INV-000426,PRJ-0162,CLT-007,2023-11-21,2024-01-05,29053.34,0.15,4358,33411.34,Paid
INV-000427,PRJ-0163,CLT-005,2025-07-29,2025-08-28,169835.24,0.12,20380.23,190215.47,Overdue
INV-000428,PRJ-0163 ,CLT-005,2025-09-25,2025-10-25,160451.23,0.12,19254.15,179705.38,Paid
INV-000429,PRJ-0163,CLT-005,2025-11-18,2025-12-18,88625.96,0.12,10635.12,99261.08,Overdue
INV-000430,PRJ-0164,CLT-087,2024-08-07,2024-09-06,24976.08,0.13,3246.89,28222.97,Paid
INV-000431,PRJ-0164,CLT-087,2024-12-01,2024-12-31,20245.37,0.13,2631.9,22877.27,Overdue
INV-000432,PRJ-0165,CLT-059,2023-08-03,2023-09-17,96256.48,0.13,12513.34,108769.82,Paid
INV-000433,prj-0165 ,CLT-059,2023-09-06,2023-10-21,87045.3,0.13,11315.89,98361.19,paid
INV-000434,PRJ-0165,CLT-059,2023-10-11,2023-11-25,82386.94,0.13,10710.3,93097.24,Paid
INV-000435,PRJ-0166,CLT-018,2025-10-14,2025-11-13,11955.9,0.14975,1790.4,13746.3,Overdue
INV-000436,PRJ-0166, CLT-018 ,2025-12-24,2026-01-23,17151.77,0.14975,2568.48,19720.25,Partially Paid
INV-000437,PRJ-0167,CLT-055,2025-09-26,2025-10-26,24074.01,0.14975,3605.08,27679.09,Overdue
INV-000438,PRJ-0167,CLT-055,2025-11-06,2025-12-06,36170.26,0.14975,5416.5,41586.76,Paid
INV-000439,PRJ-0167,CLT-055,2025-12-22,2026-01-21,24050.43,0.14975,3601.55,27651.98,Open
INV-000440,PRJ-0168,CLT-074,2023-06-28,2023-08-27,63141.2,0.13,8208.36,71349.56,Partially Paid - Overdue
INV-000441,PRJ-0168,CLT-074,2023-09-04,2023-11-03,30442.96,0.13,3957.58,34400.54,Paid
INV-000442,PRJ-0169,CLT-007,2023-06-14,2023-07-29,48781.14,0.15,7317.17,56098.31,Paid
INV-000443,PRJ-0170,CLT-002,2023-12-12,2024-01-26,51205.2,0.14975,7667.98,58873.18,Paid
INV-000444,PRJ-0170,CLT-002,2024-01-08,2024-02-22,66834.62,0.14975,10008.48,76843.1,Paid
INV-000445,PRJ-0170,CLT-002,2024-02-04,2024-03-20,43969.05,0.14975,6584.37,50553.42,Paid
INV-000446,PRJ-0171,CLT-042,2025-03-21,2025-04-20,48319.93,0.14975,7235.91,55555.84,Paid
INV-000447,PRJ-0171,CLT-042,2025-05-23,2025-06-22,40401.49,0.14975,6050.12,46451.61,Paid
INV-000448,PRJ-0171,CLT-042,2025-07-07,2025-08-06,52466.63,0.14975,7856.88,60323.51,Paid
INV-000449,PRJ-0172,CLT-015,2024-02-20,2024-03-21,62203.92,0.12,7464.47,69668.39,Paid
INV-000450,PRJ-0172,CLT-015,2024-04-29,2024-05-29,57435.26,0.12,6892.23,64327.49,overdue
INV-000451,PRJ-0172,CLT-015,2024-07-19,2024-08-18,70359.48,,,,Paid
INV-000452,prj-0173,CLT-053,2023-05-10,2023-06-09,53769.1,0.13,6989.98,60759.08,
INV-000453,PRJ-0173,CLT-053,2023-05-18,2023-06-17,96051.91,0.13,12486.75,108538.66,Paid
INV-000454,PRJ-0173,CLT-053,2023-05-27,2023-06-26,103024.56,0.13,13393.19,116417.75,Paid
INV-000455,PRJ-0173,CLT-053,2023-05-29,2023-06-28,65446.83,0.13,8508.09,73954.92,Paid
INV-000456,PRJ-0174,CLT-024,2025-03-13,2025-05-12,8922.67,0.12,1070.72,9993.39,overdue
INV-000457,PRJ-0174,CLT-024,2025-04-17,2025-06-16,7253.15,0.12,870.38,8123.53,Paid
INV-000458,PRJ-0175,CLT-050,2023-02-18,2023-03-20,72835.04,0.14975,10907.05,83742.09,Paid
INV-000459,PRJ-0175,CLT-050,2023-03-20,2023-04-19,68055.41,0.14975,10191.3,78246.71,Partially Paid - Overdue
INV-000460,PRJ-0175,CLT-050,2023-05-01,2023-05-31,46617.14,0.14975,6980.92,53598.06,Paid
INV-000461,PRJ-0176,CLT-005,2023-08-04,2023-09-03,101565.03,0.12,12187.8,113752.83,Paid
INV-000462,PRJ-0176,CLT-005,2023-10-02,2023-11-01,71416.12,0.12,8569.93,79986.05,
INV-000463,PRJ-0176,CLT-005,2023-11-26,2023-12-26,73772.28,0.12,8852.67,82624.95,paid
INV-000464,PRJ-0176,CLT-005,2024-01-20,2024-02-19,50617.73,0.12,6074.13,56691.86,Paid
INV-000465,PRJ-0177,CLT-077,2024-09-15,2024-10-30,44148.23,0.13,5739.27,49887.5,Paid
INV-000466,PRJ-0177,CLT-077,2024-10-05,2024-11-19,79994.61,0.13,10399.3,90393.91,Paid
INV-000467,PRJ-0177,CLT-077,2024-11-05,2024-12-20,96084.5,0.13,12490.99,108575.49,Overdue
INV-000468,PRJ-0178,CLT-060,2025-12-22,2026-01-21,28859.49,0.05,1442.97,30302.46,Open
INV-000469,PRJ-0179,CLT-011,2025-11-01,2025-12-31,48015.39,0.15,7202.31,55217.7,Open
INV-000470,PRJ-0179,CLT-011,2025-11-28,2026-01-27,83250.7,0.15,12487.6,95738.3,Partially Paid
INV-000471,PRJ-0179,CLT-011,2025-12-30,2026-02-28,41238.87,0.15,6185.83,47424.7,Open
INV-000472,PRJ-0180,CLT-010,2023-11-19,2023-12-19,41227.16,0.13,5359.53,46586.69,Partially Paid - Overdue
INV-000473,PRJ-0180,CLT-010,2023-12-27,2024-01-26,57334.07,0.13,7453.43,64787.5,Paid
INV-000474,PRJ-0180,CLT-010,2024-03-03,2024-04-02,89588.79,0.13,11646.54,101235.33,Paid
INV-000475,PRJ-0180,CLT-010,2024-04-15,2024-05-15,55394.17,0.13,7201.24,62595.41,Paid
INV-000476,PRJ-0181,CLT-036,2023-12-23,2024-01-22,38222.12,0.14975,5723.76,43945.88,Paid
INV-000477,PRJ-0181,CLT-036,2024-01-02,2024-02-01,52855.92,0.14975,7915.17,60771.09,Paid
INV-000478,PRJ-0181,CLT-036,2024-01-28,2024-02-27,73737.05,0.14975,11042.12,84779.17,Partially Paid - Overdue
INV-000479,PRJ-0182,CLT-009,2024-08-06,2024-09-05,49606.74,0.05,2480.34,52087.08,paid
INV-000480,PRJ-0182,CLT-009,2024-09-21,2024-10-21,47809.22,0.05,2390.46,50199.68,Paid
INV-000481,PRJ-0182,CLT-009,2024-10-13,2024-11-12,84058.31,0.05,4202.92,88261.23,Partially Paid - Overdue
INV-000482,PRJ-0183,CLT-005,2024-05-27,2024-06-26,55365.05,0.12,6643.81,62008.86,
INV-000483,PRJ-0183,CLT-005,2024-07-01,2024-07-31,81167.98,0.12,9740.16,90908.14,Paid
