Payment_ID,Invoice_ID,Payment_Date,Payment_Amount_CAD,Payment_Method,Payment_Status
PAY-000399,INV-000433,2023-10-24,98361.19,Credit Card,Cleared
PAY-000400,inv-000434 ,2023-11-25,93097.24, EFT ,Cleared
PAY-000401,INV-000436,2025-12-28,10211.51,Wire,Cleared
PAY-000402,INV-000438,2025-11-29,41586.76,Wire,Cleared
PAY-000403,INV-000440,2023-07-17,14303.16,Wire,Cleared
PAY-000404,INV-000440,2023-07-17,15475.41,EFT,Cleared
PAY-000405,INV-000441,2023-11-10,34400.54,Credit Card,Cleared
PAY-000406,INV-000442,2023-08-13,56098.31,Wire,Cleared
PAY-000407,INV-000443,2024-01-28,58873.18,wire,Cleared
PAY-000408,INV-000444,2024-02-18,76843.1,Credit Card,Cleared
PAY-000409,INV-000445,2024-04-07,50553.42,Cheque,Cleared
PAY-000410,INV-000446,2025-04-20,55555.84,Wire,Cleared
PAY-000411,INV-000447,2025-06-23,46451.61,Cheque,Cleared
PAY-000412,INV-000448,2025-09-16,60323.51,EFT,Cleared
PAY-000413,INV-000449,2024-03-14,69668.39,Cheque,Cleared
PAY-000414,INV-000451,2024-08-27,78802.62,Credit Card,Cleared
PAY-000415,INV-000452,2023-07-16,15663.98,Wire,Cleared
PAY-000416,INV-000452,2023-07-24,8808.62,Credit Card,Cleared
PAY-000417,INV-000453,2023-06-10,108538.66,Credit Card,Cleared
PAY-000418,INV-000454,2023-07-14,116417.75,EFT,Cleared
PAY-000419,INV-000455,2023-07-04,73954.92,EFT,Cleared
PAY-000420,inv-000457,2025-07-21,8123.53,Credit Card,Cleared
PAY-000421,INV-000458,2023-03-18,83742.09,CREDIT CARD,Cleared
PAY-000422,INV-000459,2023-06-02,49145.61,Cheque,Cleared
PAY-000423,INV-000460,2023-08-08,53598.06,Credit Card,Cleared
PAY-000424,INV-000461,2023-09-02,113752.83,EFT,Cleared
PAY-000425,INV-000462,2023-11-21,79986.05,Cheque,Cleared
PAY-000426,INV-000463,2024-01-23,82624.95,Credit Card,Cleared
PAY-000427, INV-000464 ,2024-03-05,56691.86,EFT,Cleared
PAY-000428,INV-000465,2024-11-03,49887.5,Cheque,Cleared
PAY-000429,INV-000466,2025-01-18,90393.91,EFT,Cleared
PAY-000430,INV-000470,2025-12-17,69934.82,EFT,Cleared
PAY-000431,INV-000472,2024-02-02,16714.9,Wire,Cleared
PAY-000432,INV-000472,2024-02-01,21589.46,Credit Card,Cleared
PAY-000433,INV-000473,2024-02-13,64787.5,cheque,Cleared
PAY-000434,INV-000474,2024-04-12,101235.33,Wire,Cleared
PAY-000435,inv-000475,2024-06-10,62595.41,Cheque,Cleared
PAY-000436,INV-000476,2024-01-24,43945.88,Cheque,Cleared
PAY-000437,INV-000477,2024-02-22,60771.09,EFT,Cleared
PAY-000438,inv-000478,2024-03-01,67796.12,EFT,Cleared
PAY-000439,INV-000479,2024-09-02,52087.08,Credit Card,Cleared
PAY-000440,INV-000480,2025-01-01,50199.68,Cheque,Cleared
PAY-000441,INV-000481,2024-11-08,68484.38,EFT,Cleared
PAY-000442,INV-000482,2024-09-04,62008.86,Wire,Cleared
PAY-000443,INV-000483,2024-08-09,90908.14,Credit Card,Cleared
PAY-000444,INV-000484,2024-08-26,64063.85,Wire,Cleared
PAY-000445,INV-000485,2024-11-27,108071.41,Wire,Cleared
PAY-000446,INV-000486,2024-02-23,23201.18,Wire,Cleared
PAY-000447,INV-000488,2024-06-24,48412.82,Cheque,Cleared
PAY-000448,INV-000489,2024-10-13,65642.6,Cheque,Cleared
PAY-000449,INV-000490,2024-04-13,23146.77,Cheque,Cleared
PAY-000450,INV-000491,2025-07-23,38649.91,Wire,Cleared
PAY-000451,INV-000492,2025-09-17,60542.13,Cheque,Cleared
PAY-000452,inv-000493,2025-09-21,11081.15,eft,Cleared
PAY-000453,INV-000493,2025-09-22,14083.08,Credit Card,Cleared
PAY-000454,INV-000494,2025-11-30,55517.48,Wire,Cleared
PAY-000455,INV-000495 ,2025-05-11,25881.6,Wire,Cleared
PAY-000456,INV-000496,2024-05-12,33181.42,Credit Card,Cleared
PAY-000457,INV-000497,2024-06-06,46757.13,Credit Card,Cleared
PAY-000458,INV-000498,2024-06-23,34121.72,wire,Cleared
PAY-000459,INV-000500,2023-06-04,55324.63,Credit Card,Cleared
PAY-000460,INV-000501,2023-08-01,71143.21,EFT,Cleared
PAY-000461,INV-000502,2024-10-26,51011.75, Wire ,Cleared
PAY-000462,INV-000503,2025-01-21,69586.47,Credit Card,Cleared
PAY-000463,INV-000504,2025-02-14,59403.43,Wire,Cleared
PAY-000464,INV-000505,2025-11-15,19514.37,Credit Card,Cleared
PAY-000465,INV-000506,2024-02-29,35210.8,EFT,Cleared
PAY-000466,INV-000507,2024-02-16,82414.23,Credit Card,Cleared
PAY-000467,INV-000509,2023-12-13,74884.06,Wire,Cleared
PAY-000468,INV-000510,2024-01-14,45002.4,CHEQUE,Cleared
PAY-000469,INV-000511,2024-01-13,31776.36,Credit Card,Cleared
PAY-000470,INV-000512,2024-02-19,72829.61,Credit Card,Cleared
PAY-000471,INV-000513,2025-10-14,42633.11, Wire ,Cleared
PAY-000472,INV-000514,2025-04-18,35155.72,Credit Card,Cleared
PAY-000473,INV-000515,2025-06-09,69432.76,Wire,Cleared
PAY-000474,INV-000516,2024-06-13,14898.65,EFT,Cleared
PAY-000475,INV-000516,2024-06-06,12777.77,EFT,Cleared
PAY-000476,INV-000517,2024-06-30,43196.3,EFT,Cleared
PAY-000477,INV-000518,2024-07-10,45972.55,EFT,Cleared
PAY-000478,INV-000519,2025-08-04,45377.91,EFT,Cleared
PAY-000479,INV-000520,2025-10-31,38755.6,EFT,Cleared
PAY-000480,INV-000521,2025-09-23,44179.03,Wire,Cleared
PAY-000481,INV-000522,2025-07-21,38657.39,Credit Card,Cleared
PAY-000482,INV-000522,2025-07-20,33098.9,Wire,Cleared
PAY-000483,INV-000523,2025-10-16,42704.27,Wire,Cleared
PAY-000484,INV-000523,2025-10-30,45022.79,Credit Card,Cleared
PAY-000485,INV-000524,2025-12-19,71538.37,Wire,Cleared
PAY-000486,INV-000525,2024-05-27,35242.55,Credit Card,Cleared
PAY-000487,INV-000527,2024-08-08,37147.69,EFT,Cleared
PAY-000488,INV-000528,2023-04-17,40604.44,EFT,Cleared
PAY-000489,INV-000529,2023-06-10,79243.5,Wire,Cleared
PAY-000490,INV-000531,2024-08-23,32083.75,Credit Card,Cleared
PAY-000491,INV-000532,2024-11-25,55226.92,Cheque,Cleared
PAY-000492,INV-000533,2025-02-21,53266.62,Wire,Cleared
PAY-000493,INV-000534,2023-09-09,29186.51,Credit Card,Cleared
PAY-000494,INV-000535,2023-08-09,70863.36,Wire,Cleared
PAY-000495,INV-000536,2023-08-20,41184.76,Wire,Cleared
PAY-000496,INV-000537,2024-05-03,49874.04,Wire,Cleared
PAY-000497,INV-000538,2024-05-08,87106.44,Credit Card,Cleared
PAY-000498,INV-000539,2024-06-23,44946.2,EFT,Cleared
PAY-000499,INV-000540,2024-07-18,78417.44,Wire,Cleared
PAY-000500,INV-000541,2025-02-15,19301.47,Wire,Cleared
PAY-000501,INV-000541,2025-02-08,12509.02,Cheque,Cleared
PAY-000502,INV-000542,2025-04-26,71939.11,EFT,Cleared
PAY-000503,INV-000543,2025-05-26,17624.65,Cheque,Cleared
PAY-000504,INV-000544,2025-08-06,59877.72,EFT,Cleared
PAY-000505,INV-000546,2024-11-16,60240.65,EFT,Cleared
PAY-000506,INV-000547,2024-12-06,50968.59,Cheque,Cleared
PAY-000507,INV-000548,2025-02-25,75834.57,Cheque,Cleared
PAY-000508,INV-000552,2025-05-20,54451.56,EFT,Cleared
PAY-000509,INV-000553,2025-07-26,32045.98,Credit Card,Cleared
PAY-000510,INV-000554,2024-08-28,95223.57,EFT,Cleared
PAY-000511,INV-000555,2024-09-15,133730.57,Credit Card,Cleared
PAY-000512,INV-000556,2024-12-20,122935.9,Wire,Cleared
PAY-000513,INV-000557,2023-08-25,56974.4,Wire,Cleared
PAY-000514,INV-000558,2023-11-17,55460.99,Wire,Cleared
PAY-000515,INV-000559,2025-03-31,39441.67,Cheque,Cleared
PAY-000516,INV-000560,2025-04-13,67554.88,Cheque,Cleared
PAY-000517,INV-000561,2025-08-05,68603.52,EFT,Cleared
PAY-000518,INV-000562,2025-07-16,72750.4,Credit Card,Cleared
PAY-000519,INV-000563,2025-11-28,25276.7,Wire,Cleared
PAY-000520,INV-000566,2025-07-23,15694.81,CREDIT CARD,Cleared
PAY-000521,INV-000567,2025-08-23,26907.92,EFT,Cleared
PAY-000522, INV-000568 ,2024-02-12,28150.89,Credit Card,Cleared
PAY-000523,INV-000569,2024-04-10,18983.48,EFT,Cleared
PAY-000524,INV-000570,2024-06-08,32687.4,Credit Card,Cleared
PAY-000525,INV-000571,2023-12-04,50179.4,Credit Card,Cleared
PAY-000526,INV-000572,2023-12-14,60651.02,EFT,Cleared
PAY-000527,INV-000573,2024-03-22,47078.34,CREDIT CARD,Cleared
PAY-000528,INV-000574,2023-08-26,96199.93,CREDIT CARD,Cleared
PAY-000529,INV-000575,2023-09-04,58780.09,Credit Card,Cleared
PAY-000530,INV-000576,2023-10-11,70443.61,Cheque,Cleared
PAY-000531,INV-000578,2024-07-26,59211.64,Credit Card,Cleared
PAY-000532,INV-000579,2024-11-07,80645.02,Cheque,Cleared
PAY-000533,INV-000580,2025-12-23,11734.35,Cheque,Cleared
PAY-000534,INV-000581,2023-11-12,80129.69,Wire,Cleared
PAY-000535,INV-000582,2024-02-09,7752.68,Wire,Cleared
PAY-000536,INV-000582,2024-02-01,6210.99,Credit Card,Cleared
PAY-000537,INV-000583,2024-02-15,43207.77,Cheque,Cleared
PAY-000538,INV-000584,2024-04-21,83333.25,Wire,Cleared
PAY-000539,inv-000585,2023-09-15,93393.53,Cheque,Cleared
PAY-000540, INV-000587 ,2023-12-26,72253.43,Wire,Cleared
PAY-000541,INV-000588,2025-08-19,44979.5,eft,Cleared
PAY-000542,INV-000589,2025-09-16,70239.75,Cheque,Cleared
PAY-000543,INV-000590,2025-10-12,75540.73,Cheque,Cleared
PAY-000544,INV-000591,2025-12-05,88763.35,Wire,Cleared
PAY-000545,INV-000592,2025-03-24,43027.5,EFT,Cleared
PAY-000546,INV-000592,2025-04-02,32748.33,Credit Card,Cleared
PAY-000547,INV-000593,2025-03-26,76364.07,Cheque,Cleared
PAY-000548,INV-000594,2025-07-06,56605.75,Credit Card,Cleared
PAY-000549,INV-000595,2025-05-18,64935.36,EFT,Cleared
PAY-000550,INV-000597,2023-12-04,47452.7,Wire,Cleared
PAY-000551,INV-000598,2023-12-22,85333.75,Cheque,Cleared
PAY-000552,INV-000599,2024-02-21,79573.2,Credit Card,Cleared
PAY-000553,INV-000601,2023-09-05,18005.32,EFT,Cleared
PAY-000554,INV-000602,2025-07-24,114762.62,Credit Card,Cleared
PAY-000555,INV-000603,2025-09-22,96757.18,Wire,Cleared
PAY-000556,INV-000604,2025-11-10,78301.9,EFT,Cleared
PAY-000557,INV-000606,2023-05-17,64624.98,EFT,Cleared
PAY-000558,INV-000607,2023-07-06,47295.9,EFT,Cleared
PAY-000559,INV-000608,2023-09-09,53738.98,Wire,Cleared
PAY-000560,INV-000609,2023-05-02,103456.97,Credit Card,Cleared
PAY-000561,INV-000610,2023-07-04,112683.64,EFT,Cleared
PAY-000562,INV-000611,2023-08-08,75451.61,Cheque,Cleared
PAY-000563,INV-000612,2024-09-16,70430.61,Cheque,Cleared
PAY-000564,INV-000613,2024-12-15,56171.18,Credit Card,Cleared
PAY-000565,INV-000614,2025-02-11,25983.84,Wire,Cleared
PAY-000566,INV-000615,2025-03-03,23977.52,Wire,Cleared
PAY-000567,INV-000615,2025-02-28,29410.54,EFT,Cleared
PAY-000568,INV-000616,2025-04-14,64526.61,Wire,Cleared
PAY-000569,INV-000617,2025-04-02,71667.66,EFT,Cleared
PAY-000570,INV-000618,2025-03-17,56950.9,Credit Card,Cleared
PAY-000571,INV-000619,2025-04-13,47278.61,Wire,Cleared
PAY-000572,INV-000621,2025-10-05,38606.49,Cheque,Cleared
PAY-000573,INV-000622,2024-07-25,28590.76,Credit Card,Cleared
PAY-000574, INV-000623 ,2024-09-18,17245.57,Wire,Cleared
PAY-000575,INV-000624,2024-09-28,3908.85,Credit Card,Cleared
PAY-000576,inv-000624 ,2024-10-01,5211.62,Cheque,Cleared
PAY-000577,INV-000626,2025-07-01,141720.59,cheque,Cleared
PAY-000578,INV-000627,2025-07-28,149493.33,Cheque,Cleared
PAY-000579,INV-000628,2024-01-03,53160.34,Cheque,Cleared
PAY-000580,INV-000629,2024-03-22,60754.42,Cheque,Cleared
PAY-000581, INV-000630,2024-05-17,85151.66,Cheque,Cleared
PAY-000582,INV-000631,2024-06-29,60680.13,CHEQUE,Cleared
PAY-000583,INV-000632,2023-10-11,99493.29,Cheque,Cleared
PAY-000584,INV-000633,2024-01-14,16508.25,Wire,Cleared
PAY-000585,INV-000634,2024-02-04,70836.76,Cheque,Cleared
PAY-000586,INV-000635,2025-02-20,31924.75,Wire,Cleared
PAY-000587,INV-000637,2025-04-19,54118.39,Credit Card,Cleared
PAY-000588,inv-000638 ,2025-05-28,31794.55,Cheque,Cleared
PAY-000589,INV-000639,2023-08-25,15668.65,Credit Card,Cleared
PAY-000590,INV-000640,2023-08-24,10617.47,Credit Card,Cleared
PAY-000591,INV-000641,2023-10-03,22518.7,EFT,Cleared
PAY-000592,INV-000642,2024-07-26,176530.39,Cheque,Cleared
PAY-000593,INV-000643,2024-11-04,96324.74,Cheque,Cleared
PAY-000594,INV-000644,2024-11-23,188711.07,Credit Card,Cleared
PAY-000595,INV-000645,2025-12-28,22798.61,Credit Card,Cleared
PAY-000596,INV-000646,2025-08-23,29038.34, Credit Card ,Cleared
PAY-000597,INV-000647,2025-10-27,16047.07,Wire,Cleared
PAY-000598,INV-000648,2025-11-17,32599.69,Credit Card,Cleared
PAY-000599,INV-000649,2024-11-09,42690.37,Credit Card,Cleared
PAY-000600,inv-000651 ,2025-03-01,43507.78,Credit Card,Cleared
PAY-000601,INV-000652,2025-03-23,63460.04,Cheque,Cleared
PAY-000602,INV-000653,2024-09-15,33732.91,Wire,Cleared
PAY-000603,INV-000654,2024-11-08,51564.63,Cheque,Cleared
PAY-000604,INV-000655,2024-06-24,53357.02,Cheque,Cleared
PAY-000605,INV-000657,2023-10-26,39534.76,Wire,Cleared
PAY-000606,INV-000658,2025-05-28,84379.11,cheque,Cleared
PAY-000607,INV-000659,2025-07-26,69491.37,Wire,Cleared
PAY-000608,INV-000660,2025-09-22,114224.81,Credit Card,Cleared
PAY-000609,INV-000661 ,2024-12-28,85191.75,Credit Card,Cleared
PAY-000610,INV-000663,2025-03-29,92683.38,Credit Card,Cleared
PAY-000611,INV-000664,2024-08-04,17604.32, Credit Card ,Cleared
PAY-000612,INV-000664,2024-07-23,12941.23,EFT,Cleared
PAY-000613,INV-000665,2024-10-19,33966.62,EFT,Cleared
PAY-000614, INV-000666 ,2024-12-26,32553.88,eft,Cleared
PAY-000615,INV-000668,2025-06-30,25061.32,Wire,Cleared
PAY-000616,INV-000669,2025-09-08,37266.22,Wire,Cleared
PAY-000617,INV-000670,2024-04-25,120676.45,Credit Card,Cleared
PAY-000618,INV-000671,2024-05-31,95270.49,Credit Card,Cleared
PAY-000619,INV-000672,2024-05-19,117857.53,EFT,Cleared
PAY-000620,INV-000673,2024-01-05,88108.87,EFT,Cleared
PAY-000621,INV-000674,2024-03-09,59616.92,EFT,Cleared
PAY-000622,INV-000675,2023-02-22,80768.07,EFT,Cleared
PAY-000623,INV-000676,2023-03-10,107116.84, Cheque ,Cleared
PAY-000624,INV-000677,2023-04-11,73350.16,Credit Card,Cleared
PAY-000625,INV-000678,2023-05-19,202166.53,Credit Card,Cleared
PAY-000626,INV-000679,2023-07-18,185549.02,Wire,Cleared
PAY-000627,INV-000680,2023-10-08,111684.24,Wire,Cleared
PAY-000628,INV-000681,2025-10-23,38827.57,EFT,Cleared
PAY-000629,INV-000682,2025-10-11,48705.6,Credit Card,Cleared
PAY-000630,INV-000683,2025-12-29,14372.86,Cheque,Cleared
PAY-000631,INV-000683,2025-12-21,12155.82,EFT,Cleared
PAY-000632,INV-000685,2024-11-08,132720.52,EFT,Cleared
PAY-000633,INV-000686,2025-04-06,109740.31,Wire,Cleared
PAY-000634,INV-000687,2025-04-03,74682.15,EFT,Cleared
PAY-000635,INV-000689,2025-07-02,69642.28,EFT,Cleared
PAY-000636,INV-000690,2025-05-28,38956.8,Wire,Cleared
PAY-000637,INV-000691,2025-10-17,39922.46,Credit Card,Cleared
PAY-000638,INV-000692,2025-09-25,64233.78,WIRE,Cleared
PAY-000639,INV-000694,2025-12-18,71364.08,Wire,Cleared
