Timesheet_ID,Work_Date,Project_ID,Consultant_ID,Task_Category,Hours_Worked,Billable_Flag,Approved_Flag
TMS-000815,2024-04-01,PRJ-0065,CON-074,Sales Support,121.2,Non-Billable,Yes
TMS-000816,2024-03-01,PRJ-0065,CON-015,Delivery,50.4,Billable,Yes
TMS-000817,2024-04-01, PRJ-0065 ,CON-015,Delivery,31.2,Billable,Yes
TMS-000818,2024-05-01,PRJ-0065,CON-074,Analysis,122.2,Billable,Yes
TMS-000819,2024-01-01,PRJ-0065,CON-078,Delivery,194.9,Billable,Yes
TMS-000820,2024-04-01,PRJ-0065,CON-078,Delivery,75.4,Billable,No
TMS-000821,2023-12-01,PRJ-0065,CON-074,Delivery,189.4,Billable,Yes
TMS-000822,2024-02-01,PRJ-0065,CON-078,Internal Training,48.1,Non-Billable,Yes
TMS-000823,2024-01-01,PRJ-0065,CON-074,Delivery,11.7,Billable,Yes
TMS-000824,2024-02-01,PRJ-0065,CON-078,Delivery,2,Billable,Yes
TMS-000825,2024-04-01,PRJ-0065,CON-078,Analysis,2,Billable,Yes
TMS-000826,2024-07-01,PRJ-0066,CON-017,Delivery,18.8,Billable,Yes
TMS-000827,2024-06-01,PRJ-0066,CON-049,Delivery,162.6,Billable,Yes
TMS-000828,2024-06-01,PRJ-0066,CON-017,Analysis,128.8,Billable,Yes
TMS-000829,2024-08-01,PRJ-0066,CON-017,Delivery,180.3,Billable,Yes
TMS-000830,2024-06-01,PRJ-0066,CON-033,QA Review,47.1,Billable,Yes
TMS-000831,2024-06-01,PRJ-0066,CON-017,Delivery,171.3,Billable,Yes
TMS-000832,2024-06-01,PRJ-0066,CON-033,Delivery,149.9,Billable,Yes
TMS-000833,2024-07-01,PRJ-0066,CON-033,Client Workshop,32.3,Billable,Yes
TMS-000834,2024-08-01,PRJ-0066,CON-033,Sales Support,10.9,Non-Billable,Yes
TMS-000835,2023-08-01,PRJ-0067,CON-075,Delivery,27.3,Billable,Yes
TMS-000836,2023-08-01,PRJ-0067,CON-075,Analysis,79,,Yes
TMS-000837,2023-08-01,PRJ-0067,CON-032,Delivery,104.1,Billable,Yes
TMS-000838,2023-08-01,PRJ-0067,CON-075,Analysis,18.6,Billable,Yes
TMS-000839,2023-08-01,PRJ-0067,CON-075,QA Review,45.3,Billable,Yes
TMS-000840,2023-08-01,PRJ-0067,CON-075,Analysis,32.7,Billable,Yes
TMS-000841,2023-08-01,PRJ-0067,CON-075,Client Workshop,170,,Yes
TMS-000842,2023-08-01,PRJ-0067,CON-032,Delivery,189.6,Billable,Yes
TMS-000843,2023-08-01,PRJ-0067,CON-032,Delivery,56.7,Billable,Yes
TMS-000844,2023-08-01,PRJ-0067,CON-075,Client Workshop,97.5,Billable,Yes
TMS-000845,2023-08-01,PRJ-0067,CON-075,Client Workshop,196.9,Billable,No
TMS-000846,2023-08-01,PRJ-0067,CON-032,Analysis,139.9,Billable,Yes
TMS-000847,2023-08-01,PRJ-0067,CON-032,Delivery,108.1,Billable,Yes
TMS-000848,2023-08-01,PRJ-0067,CON-075,Sales Support,79.4,Non-Billable,Yes
TMS-000849,2023-08-01,PRJ-0067,CON-075,Client Workshop,38.5,Billable,Yes
TMS-000850,2023-08-01,PRJ-0067,CON-075,Delivery,120.8,Billable,Yes
TMS-000851,2023-08-01,PRJ-0067,CON-032,Sales Support,180.8,,Yes
TMS-000852,2023-08-01,PRJ-0067,CON-075,Sales Support,93,Non-Billable,Yes
TMS-000853,2024-02-01,PRJ-0068,CON-033,Admin,98.6,Non-Billable,Yes
TMS-000854,2024-04-01,PRJ-0068,CON-033,Delivery,12.8,Billable,Yes
TMS-000855,2024-04-01,PRJ-0068,CON-046,Delivery,141.4,Billable,Yes
TMS-000856,2024-04-01,PRJ-0068,CON-046,Delivery,62.2,Billable,Yes
TMS-000857,2024-05-01,PRJ-0068,CON-046,Analysis,182.3,,Yes
TMS-000858,2024-04-01,PRJ-0068,CON-033,Delivery,44.1,Billable,Yes
TMS-000859,2024-05-01,PRJ-0068,CON-075,Delivery,118.4,Billable,Yes
TMS-000860,2024-05-01,PRJ-0068,CON-033,Delivery,10.2,Billable,Yes
TMS-000861,2024-05-01,PRJ-0068,CON-033,Sales Support,171.1,Non-Billable,Yes
TMS-000862,2024-05-01,PRJ-0068,CON-075,Client Workshop,56.1,Billable,Yes
TMS-000863,2024-03-01,PRJ-0068,CON-046,Delivery,103.3,Billable,Yes
TMS-000864,2024-05-01,PRJ-0068,CON-033,Client Workshop,31.4,Billable,Yes
TMS-000865,2024-04-01,PRJ-0068,CON-046,Delivery,94.9,Billable,Yes
TMS-000866,2024-04-01,PRJ-0068,CON-075,Delivery,84.5,Billable,Yes
TMS-000867,2024-05-01,PRJ-0068,CON-033,Analysis,41.1,Billable,Yes
TMS-000868,2025-08-01,PRJ-0069,CON-073,Delivery,21.2,Billable,Yes
TMS-000869,2025-06-01,PRJ-0069,CON-032,Delivery,32.1,Billable,Yes
TMS-000870,2025-05-01,PRJ-0069,CON-032,Analysis,85.7,Billable,Yes
TMS-000871,2025-05-01,PRJ-0069,CON-032,QA Review,37.7,Billable,No
TMS-000872,2025-06-01,PRJ-0069,CON-073,Analysis,163.9,Billable,Yes
TMS-000873,2025-08-01,PRJ-0069,CON-032,QA Review,107.5,Billable,Yes
TMS-000874,2025-08-01,PRJ-0069,CON-073,QA Review,75.9,Billable,Yes
TMS-000875,2025-05-01,PRJ-0069,CON-032,Delivery,135.3,Billable,Yes
TMS-000876,2025-08-01,PRJ-0069,CON-073,Delivery,94.2,Billable,Yes
TMS-000877,2025-08-01,PRJ-0069,CON-073,Delivery,144.5,Billable,Yes
TMS-000878,2025-04-01,PRJ-0069,CON-032,Analysis,112.5,Billable,Yes
TMS-000879,2025-08-01,PRJ-0069,CON-073,Analysis,179.9,Billable,Yes
TMS-000880,2025-04-01,PRJ-0069,CON-032,Delivery,69.9,Billable,Yes
TMS-000881,2024-11-01,PRJ-0070,CON-024,Delivery,99.5,Billable,Yes
TMS-000882,2024-09-01,PRJ-0070,CON-038,Delivery,193.8,Billable,Yes
TMS-000883,2024-10-01,PRJ-0070,CON-038,Delivery,36.3,Billable,Yes
TMS-000884,2024-09-01,PRJ-0070,CON-024,Analysis,127.6,Billable,Yes
TMS-000885,2024-10-01,PRJ-0070,CON-024,Delivery,102.2,Billable,Yes
TMS-000886,2024-09-01,PRJ-0070,CON-024,QA Review,166.4,Billable,Yes
TMS-000887,2024-09-01,PRJ-0070,CON-038,Delivery,85.3,Billable,Yes
TMS-000888,2024-10-01,PRJ-0070,CON-038,Client Workshop,132.5,Billable,Yes
TMS-000889,2024-09-01,PRJ-0070,CON-024,Client Workshop,128.9,Billable,Yes
TMS-000890,2024-10-01,PRJ-0070,CON-038,Delivery,6.5,Billable,Yes
TMS-000891,2023-04-01,PRJ-0071,con-077,Delivery,161.6,Billable,Yes
TMS-000892,2023-04-01,PRJ-0071,CON-077,Admin,32,Non-Billable,Yes
TMS-000893,2023-08-01,PRJ-0071,CON-051,Delivery,71.7,Billable,No
TMS-000894,2023-07-01,PRJ-0071,CON-077,Analysis,86.5,Billable,Yes
TMS-000895,2023-08-01,PRJ-0071,CON-077,Analysis,199.1,Billable,Yes
TMS-000896,2023-07-01,PRJ-0071,CON-038,Sales Support,109.9,Non-Billable,Yes
TMS-000897,2023-06-01,PRJ-0071,CON-077,Analysis,184.2,Billable,Yes
TMS-000898,2023-07-01,PRJ-0071,CON-051,Analysis,66.2,Billable,Yes
TMS-000899,2023-06-01,PRJ-0071,CON-038,Delivery,36.5,Billable,Yes
TMS-000900,2023-07-01,PRJ-0071,CON-077,Analysis,143.8,Billable,Yes
TMS-000901,2023-06-01,PRJ-0071,CON-038,Delivery,118.2,Billable,Yes
TMS-000902,2023-08-01,PRJ-0071,CON-077,Analysis,78.9,Billable,Yes
TMS-000903,2023-05-01,PRJ-0071,CON-038,Analysis,81.2,Billable,Yes
TMS-000904,2023-04-01,PRJ-0071,CON-038,Client Workshop,149.1,Billable,Yes
TMS-000905,2023-06-01,PRJ-0071,CON-038,QA Review,150.5,Billable,Yes
TMS-000906,2023-08-01,PRJ-0071,CON-077,Delivery,176.9,Billable,Yes
TMS-000907,2023-04-01,PRJ-0071,CON-038,Analysis,56.1,Billable,Yes
TMS-000908,2023-05-01,PRJ-0071,CON-077,QA Review,193,Billable,Yes
TMS-000909,2023-09-01,PRJ-0071,CON-077,Delivery,29.7,Billable,Yes
TMS-000910,2023-04-01,PRJ-0071,CON-038,Client Workshop,33.5,Billable,Yes
TMS-000911,2023-07-01,PRJ-0071,CON-051,Analysis,63.4,Billable,Yes
TMS-000912,2023-04-01,PRJ-0071,CON-038,Analysis,103,Billable,Yes
TMS-000913,2023-11-01,PRJ-0072,CON-072,Client Workshop,39.2,,Yes
TMS-000914,2023-09-01, PRJ-0072,CON-072,Delivery,148.3,Billable,Yes
TMS-000915,2023-12-01,PRJ-0072,CON-006,Analysis,119.2,Billable,Yes
TMS-000916,2023-11-01,PRJ-0072,CON-072,Delivery,142.3,Billable,Yes
TMS-000917,2023-11-01,PRJ-0072,CON-072,QA Review,109.9,,Yes
TMS-000918,2023-07-01,PRJ-0072,CON-072,Client Workshop,65.3,Billable,Yes
TMS-000919,2023-08-01,PRJ-0072,CON-006,Client Workshop,129.7,Billable,Yes
TMS-000920,2023-10-01,PRJ-0072,CON-006,Delivery,23.8,Billable,Yes
TMS-000921,2023-10-01,PRJ-0072,CON-006,Client Workshop,39.6,Billable,Yes
TMS-000922,2024-12-01,PRJ-0073,CON-057,Delivery,64,Billable,No
TMS-000923,2024-08-01,PRJ-0073,CON-056,Admin,68.3,Non-Billable,Yes
TMS-000924,2024-07-01,PRJ-0073,CON-057,Delivery,97.9,Billable,Yes
TMS-000925,2024-09-01,PRJ-0073,CON-056,Delivery,130.7,Billable,Yes
TMS-000926,2024-09-01,PRJ-0073,CON-056,Delivery,72,Billable,Yes
TMS-000927,2024-09-01,PRJ-0073,CON-056,Delivery,165.8,Billable,Yes
TMS-000928,2025-01-01,PRJ-0073,CON-056,Analysis,127.3,Billable,Yes
TMS-000929,2024-09-01,PRJ-0073,CON-057,Delivery,33.1,Billable,Yes
TMS-000930,2024-08-01,PRJ-0073,CON-057 ,Analysis,92.4,Billable,Yes
TMS-000931,2024-11-01,PRJ-0073,CON-057,Delivery,194.3,Billable,Yes
TMS-000932,2024-08-01,PRJ-0073,CON-057,Analysis,30.2,Billable,Yes
TMS-000933,2024-11-01,PRJ-0073,CON-056,Delivery,130.7,,Yes
TMS-000934,2024-08-01,PRJ-0073,CON-056,Sales Support,170.4,Non-Billable,Yes
TMS-000935,2024-09-01,PRJ-0073,CON-057,Analysis,157,Billable,Yes
TMS-000936,2023-08-01,PRJ-0074,CON-028,Delivery,54.5,Billable,Yes
TMS-000937,2024-01-01,PRJ-0074,CON-011,Analysis,162.3,Billable,Yes
TMS-000938,2023-12-01,PRJ-0074,CON-011,Analysis,112.9,Billable,Yes
TMS-000939,2024-02-01,PRJ-0074,CON-011,Delivery,64.3,,Yes
TMS-000940,2023-11-01,prj-0074,CON-022,Delivery,56.2,Billable,Yes
TMS-000941,2023-11-01,prj-0074 ,CON-022,Sales Support,135.1,Non-Billable,Yes
TMS-000942,2024-01-01,PRJ-0074,CON-011,Delivery,186.9,Billable,Yes
TMS-000943,2023-10-01,PRJ-0074,CON-011,Analysis,81.8,Billable,Yes
TMS-000944,2024-02-01,PRJ-0074,CON-028,Client Workshop,18.2,Billable,Yes
TMS-000945,2024-09-01,PRJ-0075,CON-038,Analysis,104.6,Billable,Yes
TMS-000946,2024-09-01,prj-0075,CON-038,Client Workshop,75.7,Billable,Yes
TMS-000947,2024-09-01,PRJ-0075,CON-038,Sales Support,57.5,,Yes
TMS-000948,2024-08-01,PRJ-0075,CON-007,Delivery,146.4,Billable,Yes
TMS-000949,2024-08-01,PRJ-0075,CON-007,Delivery,66.8,Billable,No
TMS-000950,2024-08-01,PRJ-0075,CON-038,Delivery,40.8,Billable,No
TMS-000951,2024-08-01,PRJ-0075,CON-007,Client Workshop,152.9,Billable,Yes
TMS-000952,2024-07-01,PRJ-0075,CON-035,Delivery,22.2,Billable,Yes
TMS-000953,2024-08-01,PRJ-0075,CON-035,Delivery,153,Billable,Yes
TMS-000954,2024-07-01,PRJ-0075,CON-007,Delivery,158.7,Billable,Yes
TMS-000955,2024-09-01,PRJ-0075, CON-038,Analysis,111.4,Billable,Yes
TMS-000956,2024-10-01,PRJ-0075,CON-038,Analysis,146.9,,Yes
TMS-000957,2024-09-01,PRJ-0075,CON-035,Delivery,95.9,Billable,Yes
TMS-000958,2024-08-01,PRJ-0075,CON-007,Admin,23.9,Non-Billable,Yes
TMS-000959,2024-08-01,PRJ-0075,CON-038,Sales Support,40.7,Non-Billable,Yes
TMS-000960,2024-09-01,PRJ-0075,CON-035,Delivery,129.4,Billable,Yes
TMS-000961,2024-10-01,PRJ-0075,CON-035,Delivery,144,Billable,Yes
TMS-000962,2024-07-01,PRJ-0075, CON-007,QA Review,65.1,Billable,Yes
TMS-000963,2024-08-01,PRJ-0075,CON-035,Analysis,40.9,Billable,Yes
TMS-000964,2024-09-01,PRJ-0075,CON-007,Delivery,167.9,Billable,Yes
TMS-000965,2024-10-01,PRJ-0075,CON-007,Analysis,62.9,Billable,Yes
TMS-000966,2024-08-01,PRJ-0075,CON-038,QA Review,196.3,Billable,Yes
TMS-000967,2024-07-01,PRJ-0075,CON-007,QA Review,27.8,Billable,Yes
TMS-000968,2024-08-01,PRJ-0075,CON-035,Delivery,29,Billable,Yes
TMS-000969,2024-09-01,PRJ-0075,CON-007,Delivery,83.8,Billable,Yes
TMS-000970,2024-09-01,PRJ-0075,CON-038,Admin,2,Non-Billable,Yes
TMS-000971,2024-09-01,PRJ-0075,CON-007,Client Workshop,2,Billable,Yes
TMS-000972,2023-04-01,PRJ-0076,CON-017,Delivery,172.1,Billable,Yes
TMS-000973,2023-04-01,PRJ-0076,CON-049,Delivery,103.8,Billable,Yes
TMS-000974,2023-05-01,PRJ-0076,CON-017,Analysis,179.1,Billable,Yes
TMS-000975,2023-06-01,PRJ-0076,CON-032,Admin,122.3,Non-Billable,Yes
TMS-000976,2023-05-01,PRJ-0076,CON-032,Delivery,28.5,Billable,Yes
TMS-000977,2023-05-01,PRJ-0076,CON-049,Delivery,128.3,Billable,Yes
TMS-000978,2023-05-01,PRJ-0076,CON-017,Sales Support,100.5,Non-Billable,Yes
TMS-000979,2023-06-01,PRJ-0076,CON-017,Delivery,150.7,Billable,Yes
TMS-000980,2023-05-01,PRJ-0076,CON-017,Analysis,148.9,,Yes
TMS-000981,2023-08-01,PRJ-0077,CON-059,Client Workshop,199.3,Billable,Yes
TMS-000982,2023-06-01,PRJ-0077,CON-040,Analysis,72.8,Billable,Yes
TMS-000983,2023-03-01,PRJ-0077,CON-059,Sales Support,18,Non-Billable,Yes
TMS-000984,2023-07-01,PRJ-0077,CON-059,Client Workshop,35.7,Billable,Yes
TMS-000985,2023-09-01,PRJ-0077,CON-040,Delivery,21,Billable,Yes
TMS-000986,2023-03-01,PRJ-0077,CON-059,Admin,108.2,Non-Billable,Yes
TMS-000987,2023-07-01,PRJ-0077,CON-059,Delivery,19.9,Billable,Yes
TMS-000988,2023-06-01,PRJ-0077,CON-040,Delivery,176.9,Billable,Yes
TMS-000989,2023-02-01,PRJ-0077,CON-040,Delivery,62.6,Billable,Yes
TMS-000990,2023-02-01,PRJ-0077,CON-040,Delivery,171,Billable,Yes
TMS-000991,2023-03-01,PRJ-0077,CON-040,QA Review,58.7,Billable,Yes
TMS-000992,2023-03-01,PRJ-0077,CON-059,Delivery,65.5,Billable,Yes
TMS-000993,2023-04-01,PRJ-0077,CON-059,Delivery,108.8,Billable,Yes
TMS-000994,2023-05-01,PRJ-0077 ,CON-040,Client Workshop,106.3,Billable,Yes
TMS-000995,2023-08-01,PRJ-0077,CON-059,Analysis,62.5,Billable,Yes
TMS-000996,2023-05-01,PRJ-0077,CON-059,Delivery,12.7,Billable,Yes
TMS-000997,2023-05-01,PRJ-0077,CON-040,Admin,93.3,Non-Billable,Yes
TMS-000998,2023-03-01,PRJ-0077,CON-059,Analysis,119.5,Billable,Yes
TMS-000999,2023-07-01,PRJ-0077,CON-040,Analysis,122.1,Billable,Yes
TMS-001000,2023-08-01,PRJ-0077,CON-040,QA Review,61.7,Billable,Yes
TMS-001001,2023-03-01,PRJ-0077,CON-059,Analysis,62.2,Billable,Yes
TMS-001002,2023-05-01,PRJ-0077,con-040,Delivery,24.7,Billable,Yes
TMS-001003,2023-07-01,PRJ-0077,CON-059,Delivery,59.6,Billable,Yes
TMS-001004,2023-06-01,PRJ-0077,CON-059,Delivery,43,Billable,Yes
TMS-001005,2023-06-01,PRJ-0077,CON-059,Client Workshop,14.1,,Yes
TMS-001006,2023-08-01,PRJ-0077,CON-040,Delivery,2,Billable,Yes
TMS-001007,2023-05-01,PRJ-0077,CON-059,Delivery,2,,Yes
TMS-001008,2023-09-01,PRJ-0078,CON-075,Delivery,35.7,Billable,Yes
TMS-001009,2023-09-01,PRJ-0078,CON-046,Delivery,180.7,Billable,Yes
TMS-001010,2023-09-01,PRJ-0078,CON-075,Sales Support,99.2,Non-Billable,Yes
TMS-001011,2023-08-01,PRJ-0078,CON-075,Delivery,55.8,Billable,Yes
TMS-001012,2023-08-01,PRJ-0078,CON-046,Delivery,177.8,Billable,Yes
TMS-001013,2023-08-01,prj-0078 ,CON-075,Delivery,35.7,Billable,Yes
TMS-001014,2023-09-01,PRJ-0078,CON-046,Analysis,46,Billable,Yes
TMS-001015,2023-08-01,PRJ-0078,CON-046,Delivery,7.4,Billable,Yes
TMS-001016,2025-01-01,PRJ-0079,CON-071,Delivery,70.2,Billable,Yes
TMS-001017,2025-02-01,PRJ-0079, CON-074 ,Delivery,46.6,Billable,Yes
TMS-001018,2025-01-01,PRJ-0079,CON-010,Delivery,182.8,Billable,Yes
TMS-001019,2025-01-01,PRJ-0079,CON-074,Internal Training,135.2,Non-Billable,Yes
TMS-001020,2025-01-01,PRJ-0079,CON-074,Sales Support,96.8,Non-Billable,Yes
TMS-001021,2025-02-01,PRJ-0079,CON-010,Client Workshop,83.4,Billable,Yes
TMS-001022,2025-01-01,PRJ-0079,CON-010,Sales Support,110.5,Non-Billable,Yes
TMS-001023,2025-02-01,PRJ-0079,CON-010,Delivery,166.4,Billable,Yes
TMS-001024,2025-02-01,PRJ-0079,CON-071,Sales Support,127.4,Non-Billable,Yes
TMS-001025,2025-01-01,PRJ-0079,CON-074,Sales Support,42.5,Non-Billable,Yes
TMS-001026,2025-01-01,PRJ-0079,CON-071,Delivery,113.4,Billable,Yes
TMS-001027,2025-01-01,PRJ-0079,CON-010,Delivery,194.7,Billable,Yes
TMS-001028,2025-02-01,PRJ-0079,CON-010,QA Review,156,Billable,Yes
TMS-001029,2025-02-01,PRJ-0079,CON-074,Delivery,79,Billable,Yes
TMS-001030,2025-01-01,PRJ-0079,CON-071,Client Workshop,28,Billable,Yes
TMS-001031,2025-01-01,PRJ-0079,CON-074,Delivery,45,Billable,Yes
TMS-001032,2025-02-01,PRJ-0079,CON-071,Delivery,25.1,Billable,Yes
TMS-001033,2025-01-01,PRJ-0079,CON-010,Delivery,199.8,Billable,Yes
TMS-001034,2025-02-01,PRJ-0079,CON-074,Delivery,105.7,Billable,Yes
TMS-001035,2025-01-01,PRJ-0079,CON-071,Analysis,79.4,Billable,Yes
TMS-001036,2025-01-01,PRJ-0079,CON-071,Internal Training,115.8,Non-Billable,Yes
TMS-001037,2025-02-01,PRJ-0079,CON-071,Admin,110.2,Non-Billable,Yes
TMS-001038,2025-01-01,PRJ-0079,con-071,Analysis,37.8,Billable,No
TMS-001039,2025-01-01,PRJ-0079,CON-071,Analysis,64.9,,Yes
TMS-001040,2025-01-01,PRJ-0079,CON-071,Delivery,39.3,Billable,Yes
TMS-001041,2025-02-01,PRJ-0079,CON-074,Sales Support,65.8,Non-Billable,Yes
TMS-001042,2025-01-01,PRJ-0079,con-071,Delivery,95,Billable,Yes
TMS-001043,2025-01-01,PRJ-0079,CON-010,Client Workshop,176.2,Billable,Yes
TMS-001044,2025-02-01,PRJ-0079,CON-010,Delivery,128.5,Billable,Yes
TMS-001045,2025-01-01,PRJ-0079,CON-071,Delivery,94.9,Billable,No
TMS-001046,2024-04-01,PRJ-0080,CON-048,Analysis,61.6,Billable,Yes
TMS-001047,2024-03-01,PRJ-0080,CON-048,Sales Support,172.5,Non-Billable,Yes
TMS-001048,2024-01-01,PRJ-0080,CON-072,Delivery,39.7,Billable,Yes
TMS-001049,2024-02-01,PRJ-0080,CON-038,Analysis,89.1,Billable,Yes
TMS-001050,2024-02-01,PRJ-0080,CON-048 ,Sales Support,27.2,Non-Billable,Yes
TMS-001051,2024-01-01,PRJ-0080,CON-072,Client Workshop,16.7,Billable,Yes
TMS-001052,2024-04-01,PRJ-0080,CON-048,Analysis,12.2,Billable,Yes
TMS-001053,2025-11-01,PRJ-0081,CON-059,Delivery,84.7,Billable,Yes
TMS-001054,2025-11-01,PRJ-0081,CON-034,Delivery,21.2,Billable,Yes
TMS-001055,2025-11-01,PRJ-0081,CON-059,Sales Support,16.5,Non-Billable,Yes
TMS-001056,2025-10-01,PRJ-0081,CON-059,Client Workshop,2,Billable,Yes
TMS-001057,2025-06-01,PRJ-0082,CON-034,Analysis,171.7,Billable,Yes
TMS-001058,2025-06-01,PRJ-0082,CON-034,Delivery,114.4,Billable,Yes
TMS-001059,2025-05-01,PRJ-0082,CON-059,Delivery,150.1,Billable,No
TMS-001060,2025-04-01,PRJ-0082,CON-059,QA Review,2.6,Billable,Yes
TMS-001061,2024-08-01,PRJ-0083,CON-056,Delivery,191.9,Billable,Yes
TMS-001062,2024-04-01,PRJ-0083,CON-058,Analysis,88.7,Billable,Yes
TMS-001063,2024-07-01,PRJ-0083,CON-056,Delivery,107.2,Billable,Yes
TMS-001064,2024-08-01,PRJ-0083,CON-056,Admin,67.2,Non-Billable,Yes
TMS-001065,2024-06-01,PRJ-0083,CON-047,Client Workshop,123.6,Billable,Yes
TMS-001066,2024-05-01,PRJ-0083,CON-058,QA Review,170.5,Billable,Yes
TMS-001067,2024-07-01,PRJ-0083,CON-058,Client Workshop,168.3,Billable,Yes
TMS-001068,2024-04-01,PRJ-0083,CON-058,Client Workshop,107.3,Billable,Yes
TMS-001069,2024-07-01,PRJ-0083,CON-058,Analysis,108.3,Billable,Yes
TMS-001070,2025-11-01,PRJ-0084,CON-051,QA Review,32.5,Billable,Yes
TMS-001071,2025-10-01,PRJ-0084,CON-051,Delivery,11.7,,Yes
TMS-001072,2025-10-01,PRJ-0084,CON-020 ,Delivery,16.3,Billable,Yes
TMS-001073,2025-12-01,PRJ-0084,CON-051,Sales Support,78.4,Non-Billable,Yes
TMS-001074,2025-10-01,PRJ-0084,CON-077,Analysis,14.2,Billable,Yes
TMS-001075,2023-11-01,PRJ-0085,CON-037,QA Review,195.7,Billable,Yes
TMS-001076,2023-11-01,PRJ-0085,CON-039,Client Workshop,86.9,Billable,Yes
TMS-001077,2023-12-01,PRJ-0085,CON-039,Delivery,101.7,Billable,Yes
TMS-001078,2023-11-01,PRJ-0085,CON-039,Analysis,150.9,Billable,Yes
TMS-001079,2023-10-01,PRJ-0085,CON-039,Delivery,54.6,Billable,Yes
TMS-001080,2023-10-01,PRJ-0085, CON-015,Analysis,124.4,Billable,Yes
TMS-001081,2023-11-01,PRJ-0085,CON-037,QA Review,90,Billable,Yes
TMS-001082,2023-11-01,PRJ-0085,CON-015,Analysis,22.5,,Yes
TMS-001083,2023-12-01,PRJ-0085,CON-036,Delivery,132,Billable,Yes
TMS-001084,2023-11-01,PRJ-0085,CON-039,Delivery,137.3,Billable,Yes
TMS-001085,2023-11-01,PRJ-0085,CON-037,Delivery,28.2,Billable,Yes
TMS-001086,2023-11-01,PRJ-0085,CON-039,Analysis,68.6,Billable,Yes
TMS-001087,2023-11-01,PRJ-0085,CON-036,Sales Support,136.1,Non-Billable,Yes
TMS-001088,2023-12-01,prj-0085,CON-037,Analysis,32.7,Billable,Yes
TMS-001089,2023-12-01,PRJ-0085,CON-039,Delivery,40.5,Billable,Yes
TMS-001090,2023-10-01,PRJ-0085,CON-015,Analysis,22,Billable,Yes
TMS-001091,2023-10-01,PRJ-0085,CON-015,Delivery,188.8,Billable,Yes
TMS-001092,2023-12-01,PRJ-0085,CON-037,Analysis,145.3,Billable,Yes
TMS-001093,2023-12-01,PRJ-0085,CON-039,Analysis,86.5,Billable,Yes
TMS-001094,2023-11-01,PRJ-0085,CON-015,Delivery,199.1,Billable,Yes
TMS-001095,2023-05-01,PRJ-0086,CON-075,Sales Support,161.9,Non-Billable,Yes
TMS-001096,2023-08-01,PRJ-0086,CON-017,QA Review,46.6,Billable,Yes
TMS-001097,2023-08-01,PRJ-0086,CON-075,Analysis,161.5,Billable,Yes
TMS-001098,2023-08-01,PRJ-0086,CON-073,Internal Training,60.7,Non-Billable,Yes
TMS-001099,2023-06-01,PRJ-0086,CON-017,Delivery,163.9,Billable,Yes
TMS-001100,2023-07-01,PRJ-0086,CON-016,Delivery,10.7,Billable,Yes
TMS-001101,2023-08-01,PRJ-0086,CON-016,Analysis,40.4,Billable,Yes
TMS-001102,2023-06-01,PRJ-0086,CON-073,Delivery,131.6,Billable,Yes
TMS-001103,2023-05-01,PRJ-0086,CON-073,Analysis,75.9,Billable,Yes
TMS-001104,2023-07-01,PRJ-0086,CON-016,Analysis,23.8,Billable,Yes
TMS-001105,2024-06-01,PRJ-0087,CON-078,Admin,80.2,Non-Billable,Yes
TMS-001106,2024-08-01,PRJ-0087,CON-010,Analysis,42.8,Billable,Yes
TMS-001107,2024-06-01,PRJ-0087,CON-010,Analysis,197.9,,Yes
TMS-001108,2024-06-01,PRJ-0087,CON-043,Delivery,113.1,Billable,Yes
TMS-001109,2024-08-01,PRJ-0087,CON-043,Delivery,68.5,Billable,Yes
TMS-001110,2024-07-01,PRJ-0087,CON-043,Delivery,127.3,Billable,Yes
TMS-001111,2024-05-01,PRJ-0087,CON-078,QA Review,161.8,Billable,Yes
TMS-001112,2024-06-01,PRJ-0087,CON-010,Client Workshop,173.3,Billable,Yes
TMS-001113,2024-07-01,PRJ-0087,CON-078,Delivery,104.3,Billable,Yes
TMS-001114,2024-06-01, PRJ-0087 ,CON-041,Delivery,175.1,Billable,Yes
TMS-001115,2024-06-01,PRJ-0087,CON-078,Internal Training,13.9,Non-Billable,Yes
TMS-001116,2024-08-01,PRJ-0087,CON-043,Delivery,130.5,Billable,Yes
TMS-001117,2024-08-01,PRJ-0087,CON-078,Admin,26.7,Non-Billable,Yes
TMS-001118,2024-07-01,PRJ-0087,CON-010,Delivery,25.6,Billable,Yes
TMS-001119,2024-07-01,PRJ-0087 ,CON-041,Delivery,85.8,Billable,Yes
TMS-001120,2024-09-01,PRJ-0087,CON-010,Admin,90.3,Non-Billable,Yes
TMS-001121,2024-06-01,PRJ-0087,CON-041,Analysis,198.4,Billable,Yes
TMS-001122,2024-09-01,PRJ-0087,CON-010,Delivery,37.6,,Yes
TMS-001123,2024-07-01,PRJ-0087,CON-078,Delivery,98,Billable,Yes
TMS-001124,2024-07-01,PRJ-0087,CON-010,Delivery,196.1,Billable,Yes
TMS-001125,2024-08-01,PRJ-0087,CON-043,QA Review,188.1,Billable,Yes
TMS-001126,2024-07-01,PRJ-0087,CON-043,Analysis,180.1,Billable,Yes
TMS-001127,2024-07-01,PRJ-0087,CON-010,Admin,80.5,Non-Billable,Yes
TMS-001128,2024-08-01,PRJ-0087,CON-041,QA Review,26.7,Billable,Yes
TMS-001129,2024-07-01,PRJ-0087,CON-041,Analysis,136.4,Billable,Yes
